source,target,value
CVE-2015-0985,xzeres,6.8
CVE-2015-5423,hp,7.5
CVE-2015-3060,adobe,0.0
CVE-2015-3060,apple,0.0
CVE-2015-3060,microsoft,0.0
CVE-2015-3061,adobe,0.0
CVE-2015-3061,apple,0.0
CVE-2015-3061,microsoft,0.0
CVE-2015-3062,adobe,0.0
CVE-2015-3062,apple,0.0
CVE-2015-3062,microsoft,0.0
CVE-2015-3063,adobe,0.0
CVE-2015-3063,apple,0.0
CVE-2015-3063,microsoft,0.0
CVE-2015-3064,adobe,0.0
CVE-2015-3064,apple,0.0
CVE-2015-3064,microsoft,0.0
CVE-2015-3065,adobe,0.0
CVE-2015-3065,apple,0.0
CVE-2015-3065,microsoft,0.0
CVE-2015-3066,adobe,0.0
CVE-2015-3066,apple,0.0
CVE-2015-3066,microsoft,0.0
CVE-2015-3067,adobe,0.0
CVE-2015-3067,apple,0.0
CVE-2015-3067,microsoft,0.0
CVE-2015-3068,adobe,0.0
CVE-2015-3068,apple,0.0
CVE-2015-3068,microsoft,0.0
CVE-2015-3069,adobe,0.0
CVE-2015-3069,apple,0.0
CVE-2015-3069,microsoft,0.0
CVE-2015-5421,hp,7.5
CVE-2015-3666,apple,6.8
CVE-2015-3667,apple,6.8
CVE-2015-3664,apple,6.8
CVE-2015-0989,icsgmbh,4.3
CVE-2015-3662,apple,6.8
CVE-2015-3663,apple,6.8
CVE-2015-3660,apple,4.3
CVE-2015-3661,apple,6.8
CVE-2015-1457,fortinet,4.9
CVE-2015-5515,viewsbulkoperationsproject,4.9
CVE-2015-3668,apple,6.8
CVE-2015-1108,apple,2.1
CVE-2015-1804,x,8.5
CVE-2015-1804,canonical,8.5
CVE-2015-1804,debian,8.5
CVE-2015-1805,linux,7.2
CVE-2015-7178,mozilla,7.5
CVE-2015-7178,microsoft,7.5
CVE-2015-7179,mozilla,7.5
CVE-2015-7179,microsoft,7.5
CVE-2015-1802,x,8.5
CVE-2015-1802,canonical,8.5
CVE-2015-1802,debian,8.5
CVE-2015-1803,canonical,8.5
CVE-2015-1803,debian,8.5
CVE-2015-1803,x,8.5
CVE-2015-4498,mozilla,7.5
CVE-2015-7176,mozilla,7.5
CVE-2015-7177,mozilla,7.5
CVE-2015-7174,mozilla,7.5
CVE-2015-7175,mozilla,7.5
CVE-2015-6557,ibm,2.1
CVE-2015-5512,mealiasesproject,5.0
CVE-2015-2426,microsoft,9.3
CVE-2015-2425,microsoft,9.3
CVE-2015-2424,microsoft,9.3
CVE-2015-2423,microsoft,4.3
CVE-2015-2422,microsoft,9.3
CVE-2015-2421,microsoft,4.3
CVE-2015-2420,microsoft,4.3
CVE-2015-7319,codepeople,7.5
CVE-2015-2429,microsoft,9.3
CVE-2015-2428,microsoft,2.1
CVE-2015-0685,cisco,7.8
CVE-2015-0684,cisco,6.5
CVE-2015-0687,cisco,6.3
CVE-2015-0686,cisco,6.3
CVE-2015-0681,cisco,7.1
CVE-2015-0680,cisco,4.0
CVE-2015-0683,cisco,4.0
CVE-2015-0682,cisco,6.5
CVE-2015-0688,cisco,7.1
CVE-2015-3792,apple,6.8
CVE-2015-3793,apple,4.3
CVE-2015-0449,oracle,5.0
CVE-2015-0448,oracle,7.2
CVE-2015-3796,apple,7.5
CVE-2015-3797,apple,7.5
CVE-2015-3794,apple,6.8
CVE-2015-3795,apple,9.3
CVE-2015-0443,oracle,6.8
CVE-2015-0441,oracle,4.0
CVE-2015-0440,oracle,5.0
CVE-2015-0447,oracle,4.3
CVE-2015-0446,oracle,6.8
CVE-2015-0445,oracle,6.8
CVE-2015-0444,oracle,6.8
CVE-2015-1338,apportproject,7.2
CVE-2015-1338,canonical,7.2
CVE-2015-5510,contentconstructionkitproject,5.8
CVE-2015-1333,linux,4.9
CVE-2015-1330,canonical,6.8
CVE-2015-1330,debian,6.8
CVE-2015-1331,linuxcontainers,4.9
CVE-2015-1334,linuxcontainers,4.6
CVE-2015-1335,linuxcontainers,7.2
CVE-2015-1335,canonical,7.2
CVE-2015-2333,mybb,4.3
CVE-2015-0850,fusionforge,0.0
CVE-2015-2331,nih,7.5
CVE-2015-2331,php,7.5
CVE-2015-2331,fedoraproject,7.5
CVE-2015-2331,debian,7.5
CVE-2015-2331,novell,7.5
CVE-2015-2337,vmware,5.8
CVE-2015-2337,microsoft,5.8
CVE-2015-2336,vmware,5.8
CVE-2015-2336,microsoft,5.8
CVE-2015-2335,mybb,5.0
CVE-2015-2334,mybb,6.8
CVE-2015-3241,openstack,6.8
CVE-2015-2339,vmware,6.1
CVE-2015-2339,microsoft,6.1
CVE-2015-2338,vmware,6.1
CVE-2015-2338,microsoft,6.1
CVE-2015-3244,redhat,4.9
CVE-2015-3245,redhat,2.1
CVE-2015-3246,redhat,7.2
CVE-2015-3247,spiceproject,6.9
CVE-2015-3247,redhat,6.9
CVE-2015-4329,cisco,6.5
CVE-2015-3088,adobe,0.0
CVE-2015-3088,linux,0.0
CVE-2015-3088,apple,0.0
CVE-2015-3088,microsoft,0.0
CVE-2015-3089,adobe,0.0
CVE-2015-3089,apple,0.0
CVE-2015-3089,microsoft,0.0
CVE-2015-3089,linux,0.0
CVE-2015-3086,adobe,0.0
CVE-2015-3086,apple,0.0
CVE-2015-3086,microsoft,0.0
CVE-2015-3086,linux,0.0
CVE-2015-3087,adobe,0.0
CVE-2015-3087,linux,0.0
CVE-2015-3087,apple,0.0
CVE-2015-3087,microsoft,0.0
CVE-2015-3084,adobe,0.0
CVE-2015-3084,linux,0.0
CVE-2015-3084,apple,0.0
CVE-2015-3084,microsoft,0.0
CVE-2015-3085,adobe,6.4
CVE-2015-3085,apple,6.4
CVE-2015-3085,microsoft,6.4
CVE-2015-3085,linux,6.4
CVE-2015-3082,adobe,6.4
CVE-2015-3082,apple,6.4
CVE-2015-3082,microsoft,6.4
CVE-2015-3082,linux,6.4
CVE-2015-3083,adobe,6.4
CVE-2015-3083,linux,6.4
CVE-2015-3083,apple,6.4
CVE-2015-3083,microsoft,6.4
CVE-2015-3080,adobe,0.0
CVE-2015-3080,apple,0.0
CVE-2015-3080,microsoft,0.0
CVE-2015-3080,linux,0.0
CVE-2015-2167,ericsson,5.8
CVE-2015-1026,zohocorp,4.3
CVE-2015-2243,webshophun,7.5
CVE-2015-1796,shibboleth,4.3
CVE-2015-1790,openssl,5.0
CVE-2015-1791,openssl,6.8
CVE-2015-1792,openssl,5.0
CVE-2015-1793,openssl,6.4
CVE-2015-5123,adobe,0.0
CVE-2015-5123,linux,0.0
CVE-2015-5123,microsoft,0.0
CVE-2015-5123,apple,0.0
CVE-2015-1798,ntp,1.8
CVE-2015-1799,ntp,4.3
CVE-2015-1028,d-link,3.5
CVE-2015-1029,puppetlabs,6.5
CVE-2015-1582,web-dorado,4.3
CVE-2015-3000,sysaid,7.8
CVE-2015-2209,dlguard,5.0
CVE-2015-2208,avinu,7.5
CVE-2015-2206,phpmyadmin,5.0
CVE-2015-3001,sysaid,5.0
CVE-2015-3334,google,4.3
CVE-2015-3335,google,7.5
CVE-2015-3336,google,4.3
CVE-2015-3337,elasticsearch,4.3
CVE-2015-3330,php,6.8
CVE-2015-3331,linux,9.3
CVE-2015-3332,linux,4.9
CVE-2015-3333,google,7.5
CVE-2015-5122,adobe,0.0
CVE-2015-5122,microsoft,0.0
CVE-2015-5122,apple,0.0
CVE-2015-5122,linux,0.0
CVE-2015-2244,webshophun,4.3
CVE-2015-3339,linux,6.2
CVE-2015-3339,debian,6.2
CVE-2015-5786,apple,6.8
CVE-2015-5785,apple,6.8
CVE-2015-5784,apple,9.3
CVE-2015-5783,apple,9.3
CVE-2015-4269,cisco,4.0
CVE-2015-5781,apple,4.3
CVE-2015-5963,djangoproject,5.0
CVE-2015-5963,canonical,5.0
CVE-2015-5962,mozilla,5.0
CVE-2015-5896,apple,7.2
CVE-2015-4268,cisco,4.3
CVE-2015-5789,apple,6.8
CVE-2015-5788,apple,4.3
CVE-2015-1242,google,7.5
CVE-2015-1243,google,7.5
CVE-2015-1240,google,5.0
CVE-2015-1241,google,4.3
CVE-2015-1246,google,5.0
CVE-2015-1247,google,5.0
CVE-2015-1244,google,5.0
CVE-2015-1245,google,6.8
CVE-2015-1248,google,4.3
CVE-2015-1249,google,7.5
CVE-2015-5149,zohocorp,5.5
CVE-2015-5148,livelycart,7.5
CVE-2015-4263,cisco,4.0
CVE-2015-4262,cisco,0.0
CVE-2015-0869,i-odatadevice,7.8
CVE-2015-0868,shiromuku,7.5
CVE-2015-2118,hp,4.0
CVE-2015-3813,wireshark,5.0
CVE-2015-5819,apple,6.8
CVE-2015-5818,apple,6.8
CVE-2015-2113,hp,0.0
CVE-2015-1909,ibm,5.0
CVE-2015-2111,hp,2.1
CVE-2015-2111,microsoft,2.1
CVE-2015-0862,pivotalsoftware,3.5
CVE-2015-2117,hp,7.5
CVE-2015-2116,hp,9.0
CVE-2015-0867,synckgraphica,5.0
CVE-2015-0866,zohocorp,4.3
CVE-2015-4148,php,5.0
CVE-2015-6303,cisco,4.3
CVE-2015-4305,cisco,4.0
CVE-2015-4142,w1.fi,4.3
CVE-2015-4142,novell,4.3
CVE-2015-4143,w1.fi,5.0
CVE-2015-4143,novell,5.0
CVE-2015-4140,wpsmileyproject,6.8
CVE-2015-4141,w1.fi,4.3
CVE-2015-4141,novell,4.3
CVE-2015-4146,w1.fi,5.0
CVE-2015-4146,novell,5.0
CVE-2015-4147,php,7.5
CVE-2015-4144,w1.fi,5.0
CVE-2015-4144,novell,5.0
CVE-2015-4145,novell,5.0
CVE-2015-4145,w1.fi,5.0
CVE-2015-4788,oracle,3.3
CVE-2015-4789,oracle,6.9
CVE-2015-5363,juniper,5.0
CVE-2015-5362,juniper,9.3
CVE-2015-5365,zurmo,3.5
CVE-2015-4614,easy2mapproject,7.5
CVE-2015-5367,hp,6.9
CVE-2015-5366,linux,5.0
CVE-2015-4780,oracle,6.9
CVE-2015-4781,oracle,6.9
CVE-2015-4782,oracle,6.9
CVE-2015-4783,oracle,6.9
CVE-2015-4784,oracle,6.9
CVE-2015-4785,oracle,6.9
CVE-2015-4786,oracle,6.9
CVE-2015-4787,oracle,6.9
CVE-2015-6301,cisco,5.0
CVE-2015-4752,canonical,4.0
CVE-2015-4752,debian,4.0
CVE-2015-4752,oracle,4.0
CVE-2015-1901,ibm,1.9
CVE-2015-6915,montala,7.5
CVE-2015-1900,ibm,7.2
CVE-2015-1900,linux,7.2
CVE-2015-6914,mindbite,7.8
CVE-2015-3350,todofilterproject,6.8
CVE-2015-6913,synology,4.3
CVE-2015-6305,cisco,7.2
CVE-2015-6305,microsoft,7.2
CVE-2015-6912,synology,0.0
CVE-2015-3885,dcrawproject,4.3
CVE-2015-3885,fedoraproject,4.3
CVE-2015-6911,synology,7.5
CVE-2015-6910,synology,7.5
CVE-2015-1305,mcafee,6.9
CVE-2015-1305,microsoft,6.9
CVE-2015-2663,oracle,7.5
CVE-2015-0049,microsoft,9.3
CVE-2015-0048,microsoft,9.3
CVE-2015-5567,adobe,0.0
CVE-2015-5567,microsoft,0.0
CVE-2015-5567,apple,0.0
CVE-2015-5567,linux,0.0
CVE-2015-5567,google,0.0
CVE-2015-0046,microsoft,9.3
CVE-2015-0045,microsoft,9.3
CVE-2015-0044,microsoft,9.3
CVE-2015-0043,microsoft,9.3
CVE-2015-0042,microsoft,9.3
CVE-2015-0041,microsoft,9.3
CVE-2015-0040,microsoft,9.3
CVE-2015-5769,apple,7.1
CVE-2015-1653,microsoft,4.3
CVE-2015-5765,apple,4.3
CVE-2015-5764,apple,4.3
CVE-2015-5767,apple,4.3
CVE-2015-1300,google,5.0
CVE-2015-5761,apple,6.8
CVE-2015-5763,apple,7.2
CVE-2015-3682,apple,6.8
CVE-2015-5420,hp,7.5
CVE-2015-6822,ffmpeg,7.5
CVE-2015-5509,administrationviewsproject,6.0
CVE-2015-0980,scadaengine,9.0
CVE-2015-2935,mediawiki,5.0
CVE-2015-0301,adobe,0.0
CVE-2015-0301,apple,0.0
CVE-2015-0301,microsoft,0.0
CVE-2015-0301,linux,0.0
CVE-2015-0302,adobe,5.0
CVE-2015-0302,linux,5.0
CVE-2015-0302,apple,5.0
CVE-2015-0302,microsoft,5.0
CVE-2015-0303,adobe,0.0
CVE-2015-0303,apple,0.0
CVE-2015-0303,microsoft,0.0
CVE-2015-0303,linux,0.0
CVE-2015-0304,adobe,0.0
CVE-2015-0304,apple,0.0
CVE-2015-0304,microsoft,0.0
CVE-2015-0304,linux,0.0
CVE-2015-0305,adobe,9.3
CVE-2015-0305,microsoft,9.3
CVE-2015-0305,apple,9.3
CVE-2015-0305,linux,9.3
CVE-2015-0306,adobe,0.0
CVE-2015-0306,linux,0.0
CVE-2015-0306,microsoft,0.0
CVE-2015-0306,apple,0.0
CVE-2015-0307,adobe,8.5
CVE-2015-0307,apple,8.5
CVE-2015-0307,microsoft,8.5
CVE-2015-0307,linux,8.5
CVE-2015-0308,adobe,0.0
CVE-2015-0308,apple,0.0
CVE-2015-0308,microsoft,0.0
CVE-2015-0308,linux,0.0
CVE-2015-0309,adobe,0.0
CVE-2015-0309,linux,0.0
CVE-2015-0309,microsoft,0.0
CVE-2015-0309,apple,0.0
CVE-2015-2939,mediawiki,4.3
CVE-2015-2938,mediawiki,4.3
CVE-2015-1159,cups,4.3
CVE-2015-4363,finderproject,5.8
CVE-2015-4360,registrationcodesproject,6.8
CVE-2015-4361,registrationcodesproject,6.8
CVE-2015-4366,moverproject,3.5
CVE-2015-3407,canonical,5.0
CVE-2015-3407,module-signatureproject,5.0
CVE-2015-0981,scadaengine,7.5
CVE-2015-4365,taxonomyaccordionproject,3.5
CVE-2015-3408,module-signatureproject,0.0
CVE-2015-3408,canonical,0.0
CVE-2015-3409,module-signatureproject,7.2
CVE-2015-3409,canonical,7.2
CVE-2015-3354,wishlistproject,5.8
CVE-2015-5189,pacemaker%2fcorosyncconfigurationsystemproject,4.9
CVE-2015-6288,cisco,5.0
CVE-2015-6530,opentext,4.3
CVE-2015-2683,citrix,7.5
CVE-2015-2682,citrix,5.0
CVE-2015-2681,asus,4.3
CVE-2015-2680,metalgenix,6.8
CVE-2015-0278,fedoraproject,0.0
CVE-2015-0278,libuvproject,0.0
CVE-2015-0279,redhat,6.8
CVE-2015-2684,shibboleth,4.0
CVE-2015-2684,debian,4.0
CVE-2015-0274,linux,7.2
CVE-2015-0277,picketlink,6.0
CVE-2015-0271,redhat,4.0
CVE-2015-0273,php,7.5
CVE-2015-6302,cisco,5.0
CVE-2015-4218,cisco,5.0
CVE-2015-4219,cisco,4.0
CVE-2015-4216,cisco,5.0
CVE-2015-4217,cisco,4.3
CVE-2015-4214,cisco,4.0
CVE-2015-4215,cisco,6.1
CVE-2015-4212,cisco,5.0
CVE-2015-4213,cisco,4.0
CVE-2015-4210,cisco,4.3
CVE-2015-4211,cisco,7.2
CVE-2015-4211,microsoft,7.2
CVE-2015-6285,cisco,6.4
CVE-2015-3768,apple,9.3
CVE-2015-5505,codfrontlabs,6.8
CVE-2015-5843,apple,7.2
CVE-2015-5831,apple,5.0
CVE-2015-3650,vmware,7.2
CVE-2015-2759,mcafee,6.8
CVE-2015-2758,mcafee,6.5
CVE-2015-2755,abgooglemaptravelproject,6.8
CVE-2015-2754,gaia-gis,6.8
CVE-2015-2754,debian,6.8
CVE-2015-2757,mcafee,4.0
CVE-2015-2756,xen,4.9
CVE-2015-2751,xen,7.1
CVE-2015-2753,debian,6.8
CVE-2015-2753,gaia-gis,6.8
CVE-2015-2752,xen,4.9
CVE-2015-1872,ffmpeg,6.8
CVE-2015-1875,palosanto,7.5
CVE-2015-1874,cfdbplugin,6.8
CVE-2015-1879,googledocembedder,4.3
CVE-2015-5507,inlineentityformproject,4.3
CVE-2015-6545,webgroupmedia,6.8
CVE-2015-6547,symantec,8.3
CVE-2015-6548,symantec,5.8
CVE-2015-6238,sumome,4.3
CVE-2015-7320,codepeople,4.3
CVE-2015-2430,microsoft,9.3
CVE-2015-2431,microsoft,9.3
CVE-2015-2432,microsoft,9.3
CVE-2015-2433,microsoft,2.1
CVE-2015-2434,microsoft,4.3
CVE-2015-2435,microsoft,9.3
CVE-2015-6827,auto-exchanger,6.8
CVE-2015-5506,apachesolrreal-timeproject,5.0
CVE-2015-0696,cisco,4.3
CVE-2015-0697,cisco,5.8
CVE-2015-0694,cisco,5.0
CVE-2015-0695,cisco,7.8
CVE-2015-0692,cisco,7.2
CVE-2015-0693,cisco,7.2
CVE-2015-0690,cisco,4.3
CVE-2015-0691,cisco,9.3
CVE-2015-3130,adobe,0.0
CVE-2015-3130,microsoft,0.0
CVE-2015-3130,apple,0.0
CVE-2015-3130,linux,0.0
CVE-2015-0698,cisco,4.3
CVE-2015-0699,cisco,5.0
CVE-2015-0455,oracle,6.8
CVE-2015-0456,oracle,4.3
CVE-2015-0457,oracle,9.0
CVE-2015-0450,oracle,4.3
CVE-2015-0451,oracle,3.5
CVE-2015-0452,oracle,4.3
CVE-2015-0453,oracle,3.3
CVE-2015-1905,ibm,4.0
CVE-2015-1904,ibm,3.5
CVE-2015-1907,ibm,4.0
CVE-2015-1906,ibm,3.5
CVE-2015-0458,oracle,7.6
CVE-2015-0459,oracle,0.0
CVE-2015-1903,ibm,0.0
CVE-2015-1902,ibm,0.0
CVE-2015-1307,kde,4.3
CVE-2015-1306,sympa,5.0
CVE-2015-1657,microsoft,9.3
CVE-2015-1651,microsoft,9.3
CVE-2015-1650,microsoft,9.3
CVE-2015-1301,google,7.5
CVE-2015-1652,microsoft,9.3
CVE-2015-5835,apple,4.3
CVE-2015-3135,adobe,0.0
CVE-2015-3135,microsoft,0.0
CVE-2015-3135,apple,0.0
CVE-2015-3135,linux,0.0
CVE-2015-1659,microsoft,9.3
CVE-2015-1658,microsoft,9.3
CVE-2015-1309,sap,5.0
CVE-2015-1308,kde,4.3
CVE-2015-0623,cisco,4.3
CVE-2015-5500,navigateproject,3.5
CVE-2015-0622,cisco,7.1
CVE-2015-2321,jobmanager,4.3
CVE-2015-2323,fortinet,6.4
CVE-2015-4950,ibm,4.0
CVE-2015-2704,realmdproject,5.0
CVE-2015-5834,apple,4.3
CVE-2015-6820,ffmpeg,7.5
CVE-2015-5503,chamilointegrationproject,5.8
CVE-2015-2708,novell,7.5
CVE-2015-2708,mozilla,7.5
